"","Policy.Number","Age","Years.of.Driving.Experience","Number.of.Vehicles","Gender.Dummy","Married.Dummy","Vehicle.Age","Fuel.Type.Dummy","cluster","clusterfactor"
"11883",184259,16,0,3,1,0,15,1,1,"1"
"11884",110686,30,9,3,0,1,10,0,1,"1"
"11885",178340,54,35,3,0,0,4,0,3,"3"
"11886",166753,23,4,3,0,0,13,0,1,"1"
"11887",133523,29,12,3,1,0,8,0,1,"1"
"11888",131728,48,28,3,0,1,9,0,2,"2"
"11889",179724,68,49,3,0,1,8,0,3,"3"
"11890",140553,69,50,3,1,0,12,0,3,"3"
"11891",180357,19,1,3,0,0,14,0,1,"1"
"11892",159690,55,36,3,1,1,13,0,3,"3"
"11893",102033,60,39,3,0,0,5,0,3,"3"
"11894",196319,24,6,3,0,0,13,0,1,"1"
"11895",187870,21,4,3,1,1,11,0,1,"1"
"11896",104773,67,49,3,1,0,13,0,3,"3"
"11897",111259,16,0,3,0,1,12,0,1,"1"
"11898",170381,22,3,3,0,1,11,0,1,"1"
"11899",151417,63,44,3,1,0,5,0,3,"3"
"11900",166146,18,0,3,1,0,12,1,1,"1"
"11901",173734,33,14,3,0,1,11,0,1,"1"
"11902",199881,69,48,3,1,1,3,0,3,"3"
"11903",178830,63,44,3,0,1,12,0,3,"3"
"11904",105578,70,51,3,1,0,12,0,3,"3"
"11905",116259,19,1,3,0,1,13,1,1,"1"
"11906",196809,66,46,3,1,1,0,0,3,"3"
"11907",110636,25,8,3,0,0,15,0,1,"1"
"11908",185180,25,8,3,0,0,15,0,1,"1"
"11909",114113,70,53,3,0,1,7,0,3,"3"
"11910",157800,51,30,3,1,1,8,0,2,"2"
"11911",144616,69,51,3,1,0,4,0,3,"3"
"11912",192647,59,42,3,0,1,9,0,3,"3"
"11913",143877,56,36,3,1,0,2,0,3,"3"
"11914",136311,20,2,3,0,1,15,0,1,"1"
"11915",124091,40,19,3,1,1,13,0,2,"2"
"11916",169688,64,47,3,0,1,4,1,3,"3"
"11917",173688,29,10,3,1,0,10,0,1,"1"
"11918",139647,21,3,3,1,0,13,1,1,"1"
"11919",142851,25,8,3,1,1,12,0,1,"1"
"11920",199690,17,0,3,0,0,14,0,1,"1"
"11921",165014,24,7,3,1,1,15,1,1,"1"
"11922",151556,63,42,3,1,1,9,0,3,"3"
"11923",189637,49,32,3,1,0,9,0,2,"2"
"11924",107562,39,22,3,1,1,11,0,2,"2"
"11925",175149,17,0,3,0,1,6,1,1,"1"
"11926",175068,25,7,3,0,1,12,0,1,"1"
"11927",189685,24,7,3,1,0,13,0,1,"1"
"11928",126289,40,21,3,1,1,8,0,2,"2"
"11929",194049,57,39,3,1,0,14,0,3,"3"
"11930",112018,22,4,3,0,0,13,0,1,"1"
"11931",186854,40,22,3,0,0,8,0,2,"2"
"11932",171787,58,39,3,0,1,14,0,3,"3"
"11933",132753,27,7,3,0,0,12,0,1,"1"
"11934",112790,41,23,3,1,1,11,0,2,"2"
"11935",147395,54,34,3,0,0,15,0,3,"3"
"11936",160040,22,4,3,1,1,12,0,1,"1"
"11937",139461,64,46,3,0,0,7,0,3,"3"
"11938",147312,23,5,3,0,1,9,1,1,"1"
"11939",116611,56,38,3,0,0,5,0,3,"3"
"11940",120578,43,22,3,1,1,9,0,2,"2"
"11941",161585,41,20,3,0,1,0,1,2,"2"
"11942",131246,63,44,3,1,0,15,0,3,"3"
"11943",108303,40,23,3,0,0,15,0,2,"2"
"11944",109822,18,0,3,0,1,12,1,1,"1"
"11945",198858,68,47,3,1,1,13,0,3,"3"
"11946",182396,22,3,3,0,0,12,0,1,"1"
"11947",188370,51,34,3,1,1,12,0,2,"2"
"11948",157969,64,43,3,0,0,2,0,3,"3"
"11949",173661,42,22,3,1,0,11,0,2,"2"
"11950",133688,64,44,3,0,0,4,0,3,"3"
"11951",193687,53,36,3,0,0,5,1,3,"3"
"11952",130563,66,45,3,0,0,4,0,3,"3"
"11953",191517,54,36,3,0,0,0,0,3,"3"
"11954",134800,24,6,3,0,1,11,0,1,"1"
"11955",173308,69,50,3,0,1,1,0,3,"3"
"11956",161894,41,22,3,0,1,8,0,2,"2"
"11957",130536,59,41,3,1,0,10,0,3,"3"
"11958",173041,46,26,3,1,1,9,0,2,"2"
"11959",174654,28,10,3,1,0,8,0,1,"1"
"11960",160180,28,9,3,1,0,13,0,1,"1"
"11961",157998,63,43,3,1,0,1,1,3,"3"
"11962",176252,32,15,3,0,1,6,0,2,"2"
"11963",125506,17,0,3,0,1,9,1,1,"1"
"11964",136770,67,46,3,1,0,0,0,3,"3"
"11965",125637,20,2,3,1,0,12,0,1,"1"
"11966",121055,31,11,3,0,0,7,0,1,"1"
"11967",155691,38,17,3,1,1,11,0,2,"2"
"11968",130215,44,25,3,0,0,3,1,2,"2"
"11969",105608,69,51,3,1,0,8,0,3,"3"
"11970",187002,56,39,3,0,0,2,1,3,"3"
"11971",120262,67,46,3,1,1,9,0,3,"3"
"11972",124621,19,0,3,0,1,9,1,1,"1"
"11973",164800,48,30,3,0,0,5,0,2,"2"
"11974",120285,22,3,3,1,0,11,0,1,"1"
"11975",157097,17,0,3,1,0,8,1,1,"1"
"11976",195104,16,0,3,1,1,13,0,1,"1"
"11977",171701,59,39,3,1,1,8,0,3,"3"
"11978",119624,22,3,3,1,0,11,0,1,"1"
"11979",128195,66,45,3,1,1,8,0,3,"3"
"11980",106502,17,0,3,1,1,13,0,1,"1"
"11981",184407,62,44,3,0,1,8,0,3,"3"
"11982",145106,64,45,3,1,1,15,0,3,"3"
"11983",166316,25,7,3,0,1,11,0,1,"1"
"11984",152143,45,26,3,0,1,6,0,2,"2"
"11985",106322,24,5,3,1,0,8,1,1,"1"
"11986",142607,51,34,3,0,0,5,0,2,"2"
"11987",153250,38,20,3,0,0,15,0,2,"2"
"11988",140425,30,10,3,0,1,6,0,1,"1"
"11989",115302,18,0,3,1,1,13,1,1,"1"
"11990",184105,20,1,3,1,1,14,0,1,"1"
"11991",198694,62,42,3,0,0,14,0,3,"3"
"11992",138858,67,48,3,0,1,12,0,3,"3"
"11993",135546,18,0,3,1,1,15,1,1,"1"
"11994",160873,21,3,3,1,0,15,0,1,"1"
"11995",115799,47,29,3,0,1,12,0,2,"2"
"11996",100693,19,2,3,1,1,11,1,1,"1"
"11997",194922,35,15,3,0,0,6,0,2,"2"
"11998",123344,57,40,3,0,1,10,0,3,"3"
"11999",129219,32,11,3,1,0,5,1,1,"1"
"12000",168041,39,20,3,0,0,4,1,2,"2"
"12001",197553,17,0,3,0,1,0,1,1,"1"
"12002",102285,62,45,3,0,1,8,0,3,"3"
"12003",170906,43,26,3,1,0,10,0,2,"2"
"12004",144460,58,38,3,1,1,3,1,3,"3"
"12005",176376,67,49,3,1,0,4,0,3,"3"
"12006",160784,24,6,3,1,0,2,1,1,"1"
"12007",118672,61,42,3,1,1,7,0,3,"3"
"12008",197797,28,10,3,0,0,7,0,1,"1"
"12009",180420,60,42,3,0,1,9,0,3,"3"
"12010",105998,25,8,3,1,0,13,0,1,"1"
"12011",106782,60,39,3,1,1,6,0,3,"3"
"12012",140875,59,41,3,1,0,15,0,3,"3"
"12013",185159,25,6,3,0,0,15,0,1,"1"
"12014",149574,63,44,3,1,1,10,0,3,"3"
"12015",140961,65,45,3,1,1,11,0,3,"3"
"12016",126034,29,11,3,0,0,2,0,1,"1"
"12017",190015,25,7,3,1,1,12,1,1,"1"
"12018",121360,25,6,3,0,0,12,0,1,"1"
"12019",120741,45,24,3,1,1,7,0,2,"2"
"12020",145630,68,48,3,0,0,8,0,3,"3"
"12021",181456,43,23,3,0,0,12,0,2,"2"
"12022",148478,69,52,3,0,0,11,0,3,"3"
"12023",113512,23,5,3,0,0,13,0,1,"1"
"12024",115201,46,29,3,1,1,8,0,2,"2"
"12025",155435,23,6,3,1,1,14,1,1,"1"
"12026",190607,27,7,3,1,0,3,1,1,"1"
"12027",107413,62,41,3,0,0,8,0,3,"3"
"12028",128564,47,30,3,1,0,9,0,2,"2"
"12029",110581,24,6,3,1,1,15,1,1,"1"
"12030",161160,20,1,3,0,0,15,0,1,"1"
"12031",162974,63,45,3,1,0,11,0,3,"3"
"12032",137192,16,0,3,1,0,14,0,1,"1"
"12033",110702,63,45,3,1,0,15,0,3,"3"
"12034",128107,57,37,3,1,1,4,1,3,"3"
"12035",123855,69,52,3,0,0,13,0,3,"3"
"12036",195462,55,34,3,0,0,13,0,3,"3"
"12037",153488,21,2,3,0,1,4,1,1,"1"
"12038",113473,66,45,3,0,1,15,0,3,"3"
"12039",102361,70,49,3,1,0,14,0,3,"3"
"12040",136102,43,24,3,0,0,13,0,2,"2"
"12041",194923,26,5,3,1,0,8,0,1,"1"
"12042",168471,61,40,3,1,1,7,0,3,"3"
"12043",174282,63,43,3,0,1,7,0,3,"3"
"12044",175579,63,45,3,0,0,1,0,3,"3"
"12045",186614,69,52,3,1,1,1,1,3,"3"
"12046",174849,35,18,3,1,0,3,1,2,"2"
"12047",108944,70,49,3,1,0,8,0,3,"3"
"12048",191429,32,15,3,1,1,3,1,2,"2"
"12049",160586,19,2,3,1,1,12,1,1,"1"
"12050",196397,56,35,3,0,1,5,1,3,"3"
"12051",163827,64,45,3,0,0,13,0,3,"3"
"12052",135029,61,42,3,1,0,0,0,3,"3"
"12053",109959,33,14,3,1,0,4,0,2,"2"
"12054",150622,70,50,3,0,1,14,0,3,"3"
"12055",148882,16,0,3,1,0,9,1,1,"1"
"12056",144506,63,43,3,1,0,13,0,3,"3"
"12057",178513,33,16,3,1,1,8,0,2,"2"
"12058",196420,19,1,3,0,1,13,1,1,"1"
"12059",104101,54,37,3,1,0,6,0,3,"3"
"12060",144195,30,10,3,0,1,3,1,1,"1"
"12061",189577,63,46,3,1,0,2,0,3,"3"
"12062",107834,56,37,3,0,1,1,1,3,"3"
"12063",153700,63,42,3,0,1,10,0,3,"3"
"12064",155208,35,16,3,0,0,1,0,2,"2"
"12065",192285,61,41,3,0,0,2,0,3,"3"
"12066",112447,57,36,3,0,0,6,0,3,"3"
"12067",149212,23,6,3,0,0,12,0,1,"1"
"12068",129986,19,1,3,1,0,7,1,1,"1"
"12069",171962,23,6,3,1,0,8,1,1,"1"
"12070",131279,66,46,3,0,0,9,0,3,"3"
"12071",152336,19,1,3,1,1,14,1,1,"1"
"12072",162655,61,40,3,0,0,8,0,3,"3"
"12073",111906,37,18,3,0,0,15,0,2,"2"
"12074",112298,52,31,3,0,0,6,0,2,"2"
"12075",179843,28,11,3,1,0,9,0,1,"1"
"12076",196210,54,37,3,1,0,6,0,3,"3"
"12077",197221,25,6,3,0,0,10,0,1,"1"
"12078",164558,25,6,3,1,0,7,1,1,"1"
"12079",166431,25,6,3,0,1,14,0,1,"1"
"12080",194704,31,12,3,1,1,0,1,1,"1"
"12081",155135,37,20,3,0,0,9,0,2,"2"
"12082",160472,21,4,3,1,0,9,0,1,"1"
"12083",126054,29,9,3,1,0,2,1,1,"1"
"12084",192924,47,28,3,0,0,5,1,2,"2"
"12085",172308,20,2,3,1,0,14,1,1,"1"
"12086",192184,57,36,3,0,0,9,0,3,"3"
"12087",140940,39,18,3,0,0,8,0,2,"2"
"12088",185764,39,19,3,0,1,9,0,2,"2"
"12089",163200,29,12,3,1,0,2,1,1,"1"
"12090",170638,57,38,3,1,1,10,0,3,"3"
"12091",105813,53,36,3,0,1,7,0,3,"3"
"12092",113920,62,45,3,1,0,4,0,3,"3"
"12093",112113,19,1,3,0,1,11,0,1,"1"
"12094",182479,60,43,3,0,0,13,0,3,"3"
"12095",147595,63,42,3,1,1,3,0,3,"3"
"12096",111063,24,7,3,0,1,13,0,1,"1"
"12097",160407,60,39,3,1,0,8,0,3,"3"
"12098",136059,66,47,3,0,1,10,0,3,"3"
"12099",163845,61,41,3,0,1,7,0,3,"3"
"12100",157918,59,40,3,1,0,5,0,3,"3"
"12101",169222,19,2,3,0,0,6,0,1,"1"
"12102",195187,53,35,3,1,0,7,0,3,"3"
"12103",112053,58,37,3,1,0,7,0,3,"3"
"12104",182160,31,13,3,0,0,10,0,1,"1"
"12105",138858,37,17,3,0,0,7,0,2,"2"
"12106",180566,58,39,3,0,0,10,0,3,"3"
"12107",151421,44,25,3,1,0,5,1,2,"2"
"12108",149238,34,14,3,0,0,9,0,2,"2"
"12109",113389,64,47,3,1,0,14,0,3,"3"
"12110",159450,60,41,3,0,1,7,0,3,"3"
"12111",161595,17,0,3,0,1,4,1,1,"1"
"12112",117203,20,1,3,1,0,13,1,1,"1"
"12113",159012,44,23,3,1,1,13,0,2,"2"
"12114",100782,54,34,3,0,0,6,0,3,"3"
"12115",120367,16,0,3,1,1,12,1,1,"1"
"12116",118724,34,16,3,0,1,12,0,2,"2"
"12117",116418,16,0,3,0,0,12,0,1,"1"
"12118",132535,39,19,3,1,1,7,1,2,"2"
"12119",116385,66,46,3,1,0,0,0,3,"3"
"12120",115919,64,44,3,1,0,1,0,3,"3"
"12121",106922,53,35,3,1,0,5,1,3,"3"
"12122",189796,68,48,3,1,1,3,1,3,"3"
"12123",133730,41,22,3,0,0,15,0,2,"2"
"12124",178204,21,4,3,1,0,10,0,1,"1"
"12125",163045,21,2,3,0,1,6,0,1,"1"
"12126",168181,38,19,3,0,0,3,0,2,"2"
"12127",186744,16,0,3,1,1,11,1,1,"1"
"12128",157327,18,0,3,1,1,13,0,1,"1"
"12129",195420,56,36,3,0,1,14,0,3,"3"
"12130",157558,64,43,3,0,0,8,0,3,"3"
"12131",109843,16,0,3,0,0,11,0,1,"1"
"12132",108631,56,35,3,1,1,10,0,3,"3"
"12133",141837,19,1,3,1,0,12,0,1,"1"
"12134",183208,63,43,3,1,0,10,0,3,"3"
"12135",144117,25,8,3,1,1,8,1,1,"1"
"12136",174872,20,2,3,0,0,14,0,1,"1"
"12137",178292,62,44,3,0,1,15,0,3,"3"
"12138",159110,41,22,3,1,0,2,0,2,"2"
"12139",189276,17,0,3,1,0,12,0,1,"1"
"12140",170930,18,0,3,1,0,12,0,1,"1"
"12141",169490,53,33,3,1,1,5,1,2,"2"
"12142",142393,32,14,3,1,0,14,0,1,"1"
"12143",168459,52,31,3,0,0,5,1,2,"2"
"12144",175730,24,6,3,0,0,15,0,1,"1"
"12145",119169,55,38,3,0,0,8,0,3,"3"
"12146",183817,20,1,3,1,0,11,0,1,"1"
"12147",118031,22,5,3,0,1,12,0,1,"1"
"12148",147209,27,6,3,1,0,9,0,1,"1"
"12149",141229,67,46,3,0,1,3,0,3,"3"
"12150",180355,69,51,3,1,0,6,0,3,"3"
"12151",194953,38,18,3,1,0,1,1,2,"2"
"12152",151220,22,5,3,1,0,14,0,1,"1"
"12153",111236,27,10,3,1,0,0,0,1,"1"
"12154",143836,22,4,3,1,0,5,1,1,"1"
"12155",103924,50,30,3,0,1,8,0,2,"2"
"12156",159056,67,50,3,0,0,2,0,3,"3"
"12157",133081,24,5,3,0,1,15,1,1,"1"
"12158",152345,47,30,3,1,1,12,0,2,"2"
"12159",142856,45,25,3,1,0,8,0,2,"2"
"12160",146116,66,46,3,1,0,0,0,3,"3"
"12161",131225,18,0,3,0,0,10,0,1,"1"
"12162",150204,40,22,3,0,0,15,0,2,"2"
"12163",146283,70,53,3,0,0,14,0,3,"3"
"12164",130288,70,53,3,1,1,6,0,3,"3"
"12165",190520,50,29,3,0,0,6,0,2,"2"
"12166",101602,18,0,3,0,1,13,0,1,"1"
"12167",161876,32,11,3,1,0,7,0,1,"1"
"12168",163260,63,42,3,0,1,0,0,3,"3"
"12169",199975,50,31,3,0,0,13,0,2,"2"
"12170",130079,34,17,3,1,1,13,1,2,"2"
"12171",104344,60,39,3,1,0,6,0,3,"3"
"12172",129202,26,8,3,1,0,7,0,1,"1"
"12173",130774,60,43,3,0,0,14,0,3,"3"
"12174",195893,22,4,3,1,0,11,1,1,"1"
"12175",137168,22,4,3,0,1,14,0,1,"1"
"12176",137076,54,35,3,1,1,0,1,3,"3"
"12177",165164,70,49,3,0,0,2,0,3,"3"
"12178",141653,23,5,3,1,1,11,1,1,"1"
"12179",131608,31,12,3,0,1,10,0,1,"1"
"12180",103512,31,11,3,0,0,9,0,1,"1"
"12181",108688,37,17,3,1,0,15,0,2,"2"
"12182",148563,46,29,3,0,1,10,0,2,"2"
"12183",121254,40,19,3,1,0,7,0,2,"2"
"12184",124480,18,0,3,0,0,15,0,1,"1"
"12185",131012,47,30,3,1,0,10,0,2,"2"
"12186",117533,53,35,3,0,1,5,1,3,"3"
"12187",176362,68,49,3,1,1,14,0,3,"3"
"12188",109061,50,32,3,1,1,11,0,2,"2"
"12189",168038,36,15,3,0,0,2,0,2,"2"
"12190",137893,69,51,3,0,1,6,0,3,"3"
"12191",128136,64,46,3,0,1,0,1,3,"3"
"12192",121931,54,33,3,0,0,2,0,3,"3"
"12193",118408,54,35,3,1,1,3,1,3,"3"
"12194",176702,47,27,3,1,0,11,0,2,"2"
"12195",163787,68,48,3,1,1,13,0,3,"3"
"12196",117910,40,22,3,1,1,12,0,2,"2"
"12197",186962,35,14,3,1,1,6,1,2,"2"
"12198",154508,25,8,3,0,1,15,0,1,"1"
"12199",125557,68,49,3,1,1,7,0,3,"3"
"12200",164971,64,47,3,0,1,10,0,3,"3"
"12201",135158,50,30,3,1,1,9,0,2,"2"
"12202",189437,21,2,3,1,0,12,0,1,"1"
"12203",126826,67,48,3,1,1,9,0,3,"3"
"12204",177641,48,28,3,0,1,2,1,2,"2"
"12205",195684,51,30,3,1,0,11,0,2,"2"
"12206",174935,66,46,3,1,1,9,0,3,"3"
"12207",156959,57,40,3,1,1,11,0,3,"3"
"12208",169129,70,53,3,1,1,1,0,3,"3"
"12209",177064,19,2,3,0,1,11,0,1,"1"
"12210",132571,54,36,3,0,0,13,0,3,"3"
"12211",173398,45,24,3,0,1,0,1,2,"2"
"12212",186725,64,45,3,1,1,1,0,3,"3"
"12213",111874,33,14,3,0,1,8,0,2,"2"
"12214",136023,24,6,3,1,1,14,0,1,"1"
"12215",146315,22,5,3,0,0,10,0,1,"1"
"12216",170018,21,3,3,1,0,12,0,1,"1"
"12217",153371,32,13,3,1,1,14,0,1,"1"
"12218",174547,58,37,3,0,0,3,1,3,"3"
"12219",107811,54,33,3,0,0,10,0,3,"3"
"12220",126006,20,2,3,0,1,14,1,1,"1"
"12221",166779,17,0,3,0,0,12,0,1,"1"
"12222",114798,16,0,3,1,0,14,0,1,"1"
"12223",120901,60,40,3,1,1,12,0,3,"3"
"12224",173558,61,43,3,0,0,2,0,3,"3"
"12225",128537,43,25,3,1,1,8,0,2,"2"
"12226",101235,58,40,3,0,1,15,0,3,"3"
"12227",128873,62,43,3,1,1,12,0,3,"3"
"12228",100019,57,37,3,1,0,13,0,3,"3"
"12229",192201,66,46,3,1,0,15,0,3,"3"
"12230",118280,29,8,3,1,0,4,1,1,"1"
"12231",158773,22,3,3,1,0,14,0,1,"1"
"12232",183203,70,52,3,1,0,8,0,3,"3"
"12233",130882,54,35,3,0,1,14,0,3,"3"
"12234",184764,31,11,3,0,1,4,1,1,"1"
"12235",125217,25,8,3,1,1,10,1,1,"1"
"12236",134779,62,44,3,0,1,7,0,3,"3"
"12237",185217,56,35,3,0,0,8,0,3,"3"
"12238",190054,58,38,3,1,1,2,1,3,"3"
"12239",176379,16,0,3,0,0,13,0,1,"1"
"12240",145853,22,5,3,1,0,11,1,1,"1"
"12241",189794,61,40,3,1,0,10,0,3,"3"
"12242",176502,27,10,3,0,1,9,0,1,"1"
"12243",124596,38,21,3,1,1,8,1,2,"2"
"12244",134902,36,15,3,0,0,6,0,2,"2"
"12245",171070,62,45,3,0,0,15,0,3,"3"
"12246",153707,37,18,3,1,0,1,0,2,"2"
"12247",116503,52,35,3,1,0,1,1,3,"3"
"12248",164331,61,41,3,0,1,4,0,3,"3"
"12249",112456,60,40,3,1,0,15,0,3,"3"
"12250",108695,51,32,3,1,0,4,1,2,"2"
"12251",151793,39,21,3,0,0,8,0,2,"2"
"12252",131051,49,29,3,0,0,9,0,2,"2"
"12253",165134,26,8,3,1,0,6,0,1,"1"
"12254",107601,23,4,3,0,1,6,1,1,"1"
"12255",161841,55,37,3,0,0,4,1,3,"3"
"12256",103951,67,50,3,0,1,4,0,3,"3"
"12257",133232,40,20,3,1,0,3,1,2,"2"
"12258",182720,33,14,3,1,0,12,0,1,"1"
"12259",176996,63,45,3,0,0,0,0,3,"3"
"12260",168472,49,32,3,0,1,6,0,2,"2"
"12261",181754,23,5,3,1,0,4,1,1,"1"
"12262",109311,38,19,3,1,0,1,1,2,"2"
"12263",121472,64,47,3,1,1,13,0,3,"3"
"12264",184311,17,0,3,1,0,13,0,1,"1"
"12265",179564,41,23,3,0,0,2,0,2,"2"
"12266",198736,46,26,3,0,1,5,1,2,"2"
"12267",176463,22,5,3,0,1,12,1,1,"1"
"12268",165436,16,0,3,1,1,13,1,1,"1"
"12269",162261,25,7,3,1,0,11,0,1,"1"
"12270",136479,24,5,3,0,0,13,0,1,"1"
"12271",130243,49,29,3,0,1,2,1,2,"2"
"12272",143079,62,44,3,1,1,13,0,3,"3"
"12273",169850,16,0,3,1,0,3,1,1,"1"
"12274",169734,69,49,3,1,0,8,0,3,"3"
"12275",152203,30,10,3,0,1,6,0,1,"1"
"12276",191110,62,41,3,0,0,5,0,3,"3"
"12277",195430,31,13,3,1,0,8,0,1,"1"
"12278",145588,26,5,3,1,1,4,1,1,"1"
"12279",156187,25,8,3,1,1,14,0,1,"1"
"12280",198462,16,0,3,0,0,4,1,1,"1"
"12281",155676,27,10,3,1,0,4,1,1,"1"
"12282",177504,18,1,3,1,1,14,0,1,"1"
"12283",119398,70,50,3,0,1,5,0,3,"3"
"12284",145906,59,41,3,0,0,5,1,3,"3"
"12285",195569,21,3,3,0,0,9,0,1,"1"
"12286",147906,16,0,3,0,1,8,1,1,"1"
"12287",166667,18,0,3,1,1,6,1,1,"1"
"12288",110524,24,7,3,0,0,13,0,1,"1"
"12289",144256,18,0,3,0,0,15,0,1,"1"
"12290",189979,24,5,3,0,1,14,1,1,"1"
"12291",132475,50,30,3,1,1,7,0,2,"2"
"12292",188424,23,5,3,1,0,11,1,1,"1"
"12293",180666,61,40,3,0,1,1,0,3,"3"
"12294",144030,24,6,3,1,0,13,1,1,"1"
"12295",129462,23,5,3,1,0,14,0,1,"1"
"12296",180828,63,42,3,1,1,4,0,3,"3"
"12297",155572,65,44,3,1,1,12,0,3,"3"
"12298",139367,62,41,3,0,1,0,0,3,"3"
"12299",161680,36,17,3,0,1,8,0,2,"2"
"12300",199093,45,28,3,0,1,8,0,2,"2"
"12301",190839,35,17,3,0,1,10,0,2,"2"
"12302",140426,47,27,3,1,1,1,1,2,"2"
"12303",179605,18,0,3,0,1,10,1,1,"1"
"12304",143557,33,12,3,1,0,7,0,1,"1"
"12305",161489,22,4,3,0,0,11,0,1,"1"
"12306",153614,68,48,3,0,0,4,0,3,"3"
"12307",189378,21,3,3,1,1,13,1,1,"1"
"12308",112853,60,43,3,0,1,6,0,3,"3"
"12309",161816,21,4,3,1,0,2,1,1,"1"
"12310",181344,30,13,3,0,0,10,0,1,"1"
"12311",127828,22,3,3,0,0,12,0,1,"1"
"12312",134103,44,24,3,1,0,1,0,2,"2"
"12313",162011,23,4,3,0,0,6,0,1,"1"
"12314",198388,39,22,3,0,0,4,1,2,"2"
"12315",165402,62,44,3,0,1,3,0,3,"3"
"12316",142054,23,5,3,1,1,6,1,1,"1"
"12317",110585,63,44,3,0,1,3,0,3,"3"
"12318",135753,39,18,3,0,0,3,0,2,"2"
"12319",142829,45,24,3,0,0,0,1,2,"2"
"12320",118927,21,2,3,1,0,13,0,1,"1"
"12321",107433,57,40,3,0,1,3,0,3,"3"
"12322",118003,40,22,3,0,0,7,0,2,"2"
"12323",177448,60,42,3,1,1,9,0,3,"3"
"12324",173593,39,18,3,1,0,7,0,2,"2"
"12325",159336,55,37,3,1,0,15,0,3,"3"
"12326",101552,43,25,3,1,1,1,1,2,"2"
"12327",135042,22,3,3,1,0,11,0,1,"1"
"12328",111905,45,28,3,0,1,10,0,2,"2"
"12329",190293,31,11,3,0,0,8,0,1,"1"
"12330",123062,46,25,3,0,1,6,0,2,"2"
"12331",158840,46,29,3,0,1,13,0,2,"2"
"12332",115439,18,0,3,1,1,14,1,1,"1"
"12333",117862,28,10,3,0,0,4,0,1,"1"
"12334",187388,62,43,3,0,1,10,0,3,"3"
"12335",198195,20,1,3,0,1,12,0,1,"1"
"12336",182664,61,42,3,0,1,7,0,3,"3"
"12337",141866,20,1,3,1,1,15,0,1,"1"
"12338",180397,25,6,3,0,0,14,0,1,"1"
"12339",145434,23,6,3,0,0,15,0,1,"1"
"12340",169677,17,0,3,0,0,13,0,1,"1"
"12341",129783,57,36,3,1,0,8,0,3,"3"
"12342",101747,40,20,3,1,1,8,0,2,"2"
"12343",108401,65,48,3,1,1,8,0,3,"3"
"12344",170881,24,5,3,0,1,14,0,1,"1"
"12345",178285,42,24,3,0,0,4,1,2,"2"
"12346",177474,29,9,3,1,0,1,1,1,"1"
"12347",162664,68,49,3,1,1,11,0,3,"3"
"12348",155509,55,35,3,0,0,7,0,3,"3"
"12349",143525,20,1,3,1,0,14,0,1,"1"
"12350",159334,19,1,3,0,1,12,1,1,"1"
"12351",145650,20,3,3,0,0,15,0,1,"1"
"12352",103856,70,52,3,0,1,9,0,3,"3"
"12353",130984,47,28,3,0,0,7,0,2,"2"
"12354",163348,63,44,3,1,0,8,0,3,"3"
"12355",137145,65,47,3,1,0,13,0,3,"3"
"12356",185346,70,53,3,1,0,13,0,3,"3"
"12357",142235,32,13,3,1,1,7,0,1,"1"
"12358",140079,48,28,3,1,1,9,1,2,"2"
"12359",188827,65,46,3,0,1,1,0,3,"3"
"12360",146695,24,5,3,0,1,11,1,1,"1"
"12361",119625,70,53,3,0,0,5,0,3,"3"
"12362",171291,16,0,3,1,0,12,0,1,"1"
"12363",183076,20,2,3,0,1,14,0,1,"1"
"12364",170877,41,21,3,0,0,2,1,2,"2"
"12365",178221,68,50,3,0,0,12,0,3,"3"
"12366",183121,45,24,3,1,1,10,1,2,"2"
"12367",196888,61,43,3,1,0,3,1,3,"3"
"12368",167715,65,46,3,1,0,4,0,3,"3"
"12369",104352,52,34,3,0,0,12,0,2,"2"
"12370",156275,66,48,3,1,1,3,0,3,"3"
"12371",108002,59,41,3,0,1,8,0,3,"3"
"12372",178552,64,47,3,0,1,10,0,3,"3"
"12373",136896,41,20,3,1,0,13,0,2,"2"
"12374",108019,67,50,3,1,1,7,0,3,"3"
"12375",149767,60,40,3,1,1,5,1,3,"3"
"12376",102408,62,41,3,0,1,3,0,3,"3"
"12377",131869,33,14,3,1,1,11,0,1,"1"
"12378",144856,45,26,3,0,0,2,1,2,"2"
"12379",115547,50,30,3,0,1,7,0,2,"2"
"12380",174803,69,52,3,0,0,0,0,3,"3"
"12381",123384,65,47,3,1,0,6,0,3,"3"
"12382",141619,21,4,3,1,0,13,0,1,"1"
"12383",128557,55,38,3,0,1,0,0,3,"3"
"12384",185961,46,27,3,1,0,0,1,2,"2"
"12385",146903,66,46,3,0,1,0,0,3,"3"
"12386",198044,58,40,3,1,0,15,0,3,"3"
"12387",113919,18,1,3,0,1,7,1,1,"1"
"12388",174933,32,11,3,1,0,11,0,1,"1"
"12389",113585,27,8,3,0,0,10,0,1,"1"
"12390",192731,39,19,3,1,1,4,1,2,"2"
"12391",190123,37,17,3,1,0,13,0,2,"2"
"12392",189647,35,17,3,0,0,3,1,2,"2"
"12393",154898,63,43,3,1,1,0,1,3,"3"
"12394",129142,52,35,3,0,0,7,0,3,"3"
"12395",197913,61,41,3,1,1,0,0,3,"3"
"12396",100280,68,48,3,1,0,1,0,3,"3"
"12397",120120,48,31,3,0,1,7,0,2,"2"
