transaction_id,Prod1,Prod2,Prod3
104657,B,G,I
104658,A,G,I
104659,B,E,I
104660,C,G,H
104661,B,F,H
104662,A,E,H
104663,D,G,I
104664,D,E,I
104665,B,E,I
104666,D,E,H
104667,A,F,H
104668,B,F,H
104669,B,F,H
104670,D,G,I
104671,B,G,H
104672,B,E,H
104673,C,F,H
104674,A,F,I
104675,B,E,H
104676,A,F,I
104677,A,E,H
104678,B,F,I
104679,B,F,H
104680,B,G,I
104681,B,F,I
104682,C,G,I
104683,C,E,H
104684,C,G,H
104685,A,E,I
104686,D,F,I
104687,A,F,H
104688,D,F,H
104689,A,G,H
104690,C,E,H
104691,B,G,I
104692,D,F,I
104693,D,E,I
104694,A,E,I
104695,A,E,I
104696,D,E,I
104697,A,G,I
104698,D,F,I
104699,C,E,I
104700,C,F,H
104701,D,F,H
104702,A,E,I
104703,C,E,H
104704,C,F,H
104705,B,E,H
104706,B,G,I
104707,C,E,H
104708,B,E,I
104709,D,G,H
104710,A,G,I
104711,B,E,I
104712,A,F,I
104713,B,F,H
104714,B,G,H
104715,B,F,H
104716,C,F,I
104717,D,F,H
104718,C,E,H
104719,A,E,H
104720,B,G,I
104721,D,F,H
104722,C,F,I
104723,C,E,H
104724,A,F,I
104725,A,F,I
104726,B,E,H
104727,A,E,I
104728,D,F,H
104729,C,G,I
104730,C,G,I
104731,B,G,I
104732,A,G,H
104733,A,G,H
104734,A,F,I
104735,C,F,I
104736,D,F,H
104737,C,G,I
104738,A,E,I
104739,A,E,H
104740,D,F,I
104741,B,F,I
104742,B,G,I
104743,C,G,H
104744,D,E,I
104745,A,G,H
104746,C,E,H
104747,A,F,I
104748,A,G,H
104749,C,F,H
104750,D,F,H
104751,B,G,I
104752,B,G,H
104753,B,G,H
104754,D,F,H
104755,D,G,I
104756,D,E,H
104757,B,F,I
104758,C,E,I
104759,C,F,H
104760,A,F,I
104761,B,G,I
104762,C,F,H
104763,B,F,H
104764,D,F,H
104765,A,F,H
104766,C,F,H
104767,A,F,H
104768,D,E,H
104769,C,E,I
104770,D,G,I
104771,B,E,I
104772,B,G,H
104773,D,E,I
104774,C,E,H
104775,A,F,H
104776,A,G,I
104777,B,F,I
104778,A,F,I
104779,C,G,I
104780,B,E,I
104781,A,G,I
104782,D,E,H
104783,A,F,H
104784,D,E,H
104785,D,G,I
104786,C,G,H
104787,D,F,H
104788,C,G,H
104789,C,E,I
104790,A,E,I
104791,B,G,H
104792,B,E,H
104793,D,F,I
104794,A,E,H
104795,D,F,I
104796,B,G,I
104797,A,F,I
104798,A,G,I
104799,C,F,H
104800,D,E,H
104801,C,G,H
104802,D,E,H
104803,A,E,I
104804,D,F,H
104805,C,F,I
104806,D,E,I
104807,A,F,H
104808,A,G,H
104809,B,E,I
104810,A,E,I
104811,B,F,H
104812,D,F,H
104813,C,E,H
104814,A,F,H
104815,B,G,I
104816,A,G,H
104817,C,F,H
104818,C,F,I
104819,C,G,I
104820,D,G,H
104821,C,F,I
104822,C,F,I
104823,D,F,H
104824,D,G,I
104825,A,F,I
104826,C,F,I
104827,B,E,I
104828,B,F,H
104829,C,E,I
104830,B,E,I
104831,D,F,H
104832,A,E,I
104833,D,G,I
104834,B,E,H
104835,A,F,H
104836,A,F,I
104837,B,E,H
104838,A,G,I
104839,B,F,H
104840,A,G,H
104841,D,G,I
104842,A,E,H
104843,C,E,H
104844,A,G,I
104845,A,G,I
104846,D,E,I
104847,D,F,H
104848,C,G,I
104849,D,F,I
104850,C,E,I
104851,A,G,H
104852,B,E,H
104853,D,G,H
104854,B,F,I
104855,D,G,H
104856,A,E,H
104857,C,F,I
104858,B,F,I
104859,B,G,H
104860,B,F,H
104861,C,F,H
104862,A,G,I
104863,D,E,H
104864,D,G,I
104865,B,F,H
104866,A,F,H
104867,A,E,H
104868,C,G,I
104869,D,F,H
104870,B,G,H
104871,B,G,H
104872,C,F,H
104873,D,G,H
104874,D,G,H
104875,A,E,I
104876,C,E,I
104877,D,F,H
104878,A,E,I
104879,A,F,H
104880,A,E,I
104881,C,F,H
104882,D,F,H
104883,D,G,H
104884,D,F,H
104885,B,G,I
104886,A,E,H
104887,B,E,I
104888,B,F,H
104889,D,F,I
104890,B,G,I
104891,B,E,I
104892,D,F,H
104893,D,F,H
104894,A,G,H
104895,D,F,H
104896,C,F,H
104897,A,E,I
104898,D,F,I
104899,A,E,H
104900,D,G,I
104901,D,G,I
104902,A,G,I
104903,A,G,I
104904,A,F,H
104905,A,F,H
104906,C,E,H
104907,A,G,I
104908,D,G,I
104909,D,G,I
104910,B,F,I
104911,A,F,H
104912,C,E,H
104913,B,F,H
104914,A,E,I
104915,C,E,I
104916,B,E,I
104917,B,F,H
104918,D,G,H
104919,A,E,H
104920,C,E,H
104921,C,F,H
104922,B,F,H
104923,A,E,H
104924,A,G,I
104925,D,E,I
104926,A,E,I
104927,C,G,I
104928,C,E,I
104929,A,F,I
104930,A,G,H
104931,C,F,I
104932,C,E,I
104933,A,F,H
104934,A,E,H
104935,C,F,I
104936,A,F,H
104937,D,G,I
104938,C,G,H
104939,B,G,I
104940,C,G,H
104941,B,G,I
104942,C,F,H
104943,A,E,H
104944,A,F,H
104945,B,E,I
104946,C,E,I
104947,C,F,H
104948,A,F,H
104949,B,G,H
104950,C,E,H
104951,A,G,H
104952,A,F,I
104953,D,F,H
104954,A,G,I
104955,B,F,H
104956,A,F,H
104957,C,E,H
104958,D,E,I
104959,D,E,H
104960,D,G,H
104961,C,E,H
104962,D,G,H
104963,D,G,I
104964,B,G,I
104965,D,F,H
104966,D,F,I
104967,C,E,H
104968,C,G,H
104969,D,E,I
104970,D,G,H
104971,A,F,I
104972,D,F,I
104973,C,E,I
104974,C,E,H
104975,B,G,I
104976,B,G,H
104977,B,F,I
104978,C,E,I
104979,C,G,I
104980,C,E,I
104981,A,G,I
104982,B,E,I
104983,D,G,H
104984,A,G,I
104985,D,G,H
104986,A,F,H
104987,C,F,H
104988,B,E,I
104989,B,E,H
104990,A,F,I
104991,C,F,I
104992,A,E,I
104993,D,G,I
104994,D,G,I
104995,D,G,I
104996,D,G,H
104997,D,G,H
104998,C,F,I
104999,A,F,H
105000,C,F,I
105001,A,E,I
105002,D,G,H
105003,D,G,H
105004,C,E,I
105005,C,F,H
105006,C,F,H
105007,A,G,I
105008,B,G,H
105009,B,F,H
105010,D,E,H
105011,A,G,H
105012,D,F,H
105013,B,F,H
105014,C,F,H
105015,B,E,I
105016,B,F,I
105017,C,E,I
105018,C,F,H
105019,A,G,H
105020,A,G,H
105021,C,E,I
105022,D,E,H
105023,A,G,H
105024,C,F,H
105025,D,F,I
105026,D,F,H
105027,C,G,H
105028,C,G,I
105029,D,E,I
105030,C,G,H
105031,D,F,H
105032,D,F,H
105033,C,G,I
105034,A,G,I
105035,B,G,I
105036,C,G,H
105037,A,G,I
105038,D,G,I
105039,A,F,H
105040,B,F,H
105041,B,G,I
105042,D,E,I
105043,B,E,I
105044,D,G,H
105045,C,F,H
105046,B,F,I
105047,D,G,H
105048,A,E,I
105049,D,F,I
105050,D,F,H
105051,C,F,H
105052,A,F,I
105053,B,E,H
105054,D,E,H
105055,B,G,I
105056,A,F,I
105057,C,G,I
105058,A,F,I
105059,A,F,I
105060,C,E,H
105061,A,E,H
105062,B,G,H
105063,D,G,H
105064,C,E,H
105065,D,G,I
105066,A,E,H
105067,A,E,I
105068,D,G,I
105069,A,E,H
105070,B,E,H
105071,B,E,H
105072,D,E,I
105073,D,G,I
105074,A,G,H
105075,C,F,H
105076,B,E,I
105077,A,F,I
105078,C,F,I
105079,C,G,H
105080,C,F,I
105081,C,G,H
105082,B,G,H
105083,D,E,H
105084,D,F,H
105085,D,G,I
105086,C,E,I
105087,D,E,I
105088,D,G,I
105089,D,F,I
105090,B,E,I
105091,B,F,I
105092,C,F,I
105093,B,F,I
105094,B,E,H
105095,C,G,I
105096,B,E,I
105097,D,F,H
105098,D,E,H
105099,C,F,H
105100,D,F,I
105101,C,F,H
105102,A,E,I
105103,B,F,H
105104,C,F,I
105105,C,F,H
105106,C,G,I
105107,B,F,I
105108,A,E,I
105109,B,E,I
105110,D,G,I
105111,D,F,I
105112,D,E,I
105113,B,E,H
105114,A,F,I
105115,B,F,H
105116,D,E,H
105117,A,E,H
105118,B,F,I
105119,A,G,H
105120,D,G,I
105121,A,F,H
105122,A,F,H
105123,B,G,H
105124,C,G,I
105125,A,G,H
105126,B,F,H
105127,C,F,H
105128,B,F,I
105129,A,F,H
105130,B,E,I
105131,C,G,I
105132,C,E,H
105133,D,F,I
105134,C,E,I
105135,A,G,I
105136,B,G,I
105137,B,F,I
105138,D,E,H
105139,B,E,I
105140,D,E,I
105141,C,F,H
105142,C,E,I
105143,B,E,I
105144,A,E,H
105145,C,F,H
105146,B,F,I
105147,B,F,H
105148,B,G,I
105149,C,F,H
105150,D,E,I
105151,D,G,H
105152,D,E,H
105153,C,E,H
105154,B,G,H
105155,C,E,H
105156,A,G,I
105157,C,F,H
105158,C,G,H
105159,D,F,I
105160,C,E,I
105161,C,F,H
105162,C,E,H
105163,A,F,I
105164,D,F,I
105165,C,G,I
105166,C,G,H
105167,C,F,H
105168,C,G,H
105169,B,E,H
105170,A,E,I
105171,D,F,I
105172,C,E,I
105173,C,E,I
105174,A,F,H
105175,C,F,H
105176,C,E,I
105177,C,F,H
105178,D,F,I
105179,A,E,I
105180,D,G,I
105181,A,E,I
105182,A,F,I
105183,C,E,I
105184,B,E,I
105185,A,F,H
105186,A,F,I
105187,C,F,I
105188,B,G,H
105189,C,F,H
105190,D,F,H
105191,D,G,I
105192,D,F,I
105193,C,E,H
105194,B,F,H
105195,A,G,H
105196,C,G,I
105197,C,G,H
105198,A,E,I
105199,D,F,H
105200,C,F,I
105201,A,G,I
105202,B,G,H
105203,B,G,H
105204,D,F,H
105205,D,F,H
105206,D,G,I
105207,A,E,I
105208,D,E,H
105209,D,F,I
105210,D,E,I
105211,C,F,I
105212,B,E,I
105213,D,G,H
105214,C,G,H
105215,B,E,I
105216,C,E,H
105217,D,E,H
105218,A,E,H
105219,C,E,H
105220,D,G,H
105221,C,E,I
105222,C,F,H
105223,A,F,H
105224,A,G,H
105225,B,E,H
105226,C,E,H
105227,A,G,I
105228,D,E,I
105229,A,F,I
105230,A,F,I
105231,D,G,H
105232,C,F,H
105233,D,F,I
105234,D,G,I
105235,A,E,I
105236,D,F,I
105237,B,G,I
105238,C,F,H
105239,A,F,H
105240,D,E,H
105241,D,F,I
105242,C,F,H
105243,A,G,H
105244,A,G,H
105245,A,E,H
105246,D,G,H
105247,C,G,H
105248,B,G,H
105249,B,F,H
105250,B,F,I
105251,C,E,I
105252,C,G,I
105253,C,F,H
105254,C,E,I
105255,D,E,I
105256,C,F,H
105257,A,G,H
105258,D,G,I
105259,B,E,H
105260,D,F,I
105261,A,F,H
105262,B,G,I
105263,D,G,H
105264,C,F,I
105265,A,F,H
105266,B,F,H
105267,C,E,I
105268,D,E,I
105269,C,E,I
105270,D,F,H
105271,C,E,H
105272,B,G,H
105273,C,F,I
105274,C,E,H
105275,C,F,H
105276,A,G,H
105277,C,F,I
105278,B,E,I
105279,B,E,H
105280,A,G,I
105281,A,F,I
105282,B,G,H
105283,C,G,H
105284,A,F,I
105285,A,G,I
105286,C,E,I
105287,C,E,H
105288,A,F,I
105289,D,F,H
105290,D,G,H
105291,D,F,H
105292,C,F,I
105293,C,G,I
105294,D,E,H
105295,D,E,I
105296,D,E,H
105297,A,G,H
105298,C,E,H
105299,C,E,I
105300,A,E,I
105301,C,G,H
105302,C,G,I
105303,D,G,H
105304,D,F,H
105305,A,E,I
105306,B,F,H
105307,B,G,I
105308,A,F,H
105309,C,G,H
105310,D,F,I
105311,A,F,H
105312,A,G,I
105313,A,E,H
105314,C,E,H
105315,C,E,H
105316,D,G,H
105317,D,G,I
105318,A,E,H
105319,C,G,I
105320,D,G,I
105321,B,G,H
105322,A,E,I
105323,C,E,I
105324,C,F,I
105325,A,E,H
105326,D,E,I
105327,A,F,H
105328,B,F,H
105329,B,F,I
105330,C,F,H
105331,A,F,I
105332,A,E,H
105333,D,E,H
105334,D,F,H
105335,B,G,I
105336,A,E,H
105337,C,E,I
105338,A,F,H
105339,B,E,I
105340,D,G,I
105341,A,E,I
105342,C,G,H
105343,C,G,I
105344,D,G,H
105345,B,E,H
105346,C,G,I
105347,A,G,I
105348,C,G,I
105349,B,E,H
105350,B,E,H
105351,C,F,I
105352,A,E,H
105353,D,G,I
105354,C,F,H
105355,B,G,H
105356,C,G,I
105357,D,G,H
105358,A,G,H
105359,B,G,H
105360,D,F,H
105361,B,F,H
105362,D,G,I
105363,B,E,H
105364,C,E,I
105365,D,E,H
105366,B,E,I
105367,C,F,H
105368,A,F,I
105369,B,E,I
105370,B,F,H
105371,A,G,I
105372,C,E,I
105373,B,G,H
105374,A,G,H
105375,D,E,I
105376,D,F,I
105377,A,F,I
105378,B,E,I
105379,C,E,I
105380,D,E,H
105381,D,G,I
105382,C,F,I
105383,C,F,I
105384,D,E,H
105385,D,E,H
105386,C,E,I
105387,B,G,I
105388,D,E,H
105389,C,E,H
105390,D,G,H
105391,D,F,I
105392,B,F,H
105393,A,F,I
105394,A,F,I
105395,D,G,H
105396,B,F,H
105397,D,G,H
105398,A,F,I
105399,A,E,I
105400,C,G,I
105401,A,F,H
105402,D,E,H
105403,C,F,I
105404,B,E,I
105405,B,G,H
105406,D,F,H
105407,B,E,H
105408,D,G,H
105409,D,F,I
105410,B,E,I
105411,B,G,H
105412,C,F,H
105413,C,E,H
105414,C,E,I
105415,B,F,H
105416,B,E,I
105417,D,G,I
105418,C,G,I
105419,D,E,I
105420,C,G,I
105421,B,F,I
105422,A,F,H
105423,C,G,H
105424,D,G,H
105425,B,F,I
105426,A,F,I
105427,A,E,H
105428,C,G,I
105429,D,E,H
105430,C,E,I
105431,C,F,H
105432,B,G,I
105433,C,F,H
105434,A,G,H
105435,B,F,I
105436,D,E,I
105437,D,F,I
105438,D,G,I
105439,B,E,I
105440,B,G,I
105441,B,G,I
105442,A,E,I
105443,C,E,H
105444,D,F,H
105445,A,G,H
105446,A,E,I
105447,B,E,I
105448,C,E,I
105449,D,G,H
105450,D,G,I
105451,B,E,H
105452,B,E,I
105453,A,F,H
105454,D,G,I
105455,A,E,I
105456,C,F,H
105457,A,E,I
105458,B,G,I
105459,B,G,I
105460,A,E,I
105461,A,G,H
105462,D,E,I
105463,A,G,I
105464,A,F,H
105465,C,G,I
105466,B,F,H
105467,D,E,I
105468,A,F,I
105469,C,F,H
105470,C,F,H
105471,B,F,H
105472,C,F,H
105473,C,G,H
105474,B,F,I
105475,C,E,H
105476,B,E,H
105477,C,F,I
105478,D,F,H
105479,A,G,H
105480,B,G,H
105481,C,F,I
105482,A,E,H
105483,C,F,H
105484,D,F,I
105485,D,G,I
105486,C,E,H
105487,D,G,H
105488,D,E,H
105489,C,F,H
105490,C,F,H
105491,D,F,I
105492,D,G,I
105493,C,G,H
105494,A,G,H
105495,A,F,H
105496,B,G,I
105497,D,E,I
105498,D,F,I
105499,A,F,H
105500,D,E,H
105501,C,G,H
105502,D,E,I
105503,C,E,H
105504,D,E,H
105505,D,E,H
105506,A,E,I
105507,D,E,I
105508,D,G,I
105509,B,F,I
105510,A,G,I
105511,B,F,I
105512,A,F,H
105513,D,F,H
105514,A,F,I
105515,C,F,H
105516,A,F,H
105517,C,G,H
105518,C,G,H
105519,A,F,H
105520,C,E,H
105521,C,E,H
105522,A,E,I
105523,C,F,I
105524,B,G,H
105525,B,G,I
105526,C,G,I
105527,D,E,H
105528,A,E,I
105529,B,F,I
105530,A,E,I
105531,D,F,H
105532,A,G,H
105533,C,F,H
105534,C,F,I
105535,B,G,I
105536,D,E,I
105537,D,E,H
105538,B,G,H
105539,C,E,H
105540,C,E,H
105541,C,G,H
105542,D,E,H
105543,A,G,H
105544,D,F,I
105545,D,G,I
105546,D,G,H
105547,C,G,I
105548,C,G,I
105549,B,G,I
105550,A,F,H
105551,B,F,H
105552,B,G,I
105553,B,E,I
105554,A,G,H
105555,A,G,I
105556,D,E,H
105557,D,E,I
105558,B,E,H
105559,B,G,I
105560,D,G,I
105561,A,F,I
105562,D,E,I
105563,D,E,H
105564,A,E,H
105565,A,F,H
105566,A,F,H
105567,C,G,I
105568,D,F,I
105569,C,G,I
105570,A,G,H
105571,C,F,I
105572,D,E,I
105573,C,G,H
105574,B,E,H
105575,C,F,H
105576,D,E,H
105577,C,G,I
105578,A,E,I
105579,B,F,H
105580,B,G,H
105581,D,F,H
105582,A,E,H
105583,A,G,H
105584,D,F,H
105585,D,E,H
105586,D,G,I
105587,B,F,H
105588,B,F,I
105589,B,E,I
105590,B,F,H
105591,C,E,I
105592,A,F,H
105593,C,G,I
105594,B,G,H
105595,B,G,H
105596,D,E,I
105597,C,E,I
105598,D,F,I
105599,B,G,I
105600,D,E,H
105601,C,E,H
105602,A,E,H
105603,D,E,H
105604,A,G,I
105605,A,G,I
105606,C,F,H
105607,D,E,H
105608,A,E,I
105609,B,F,I
105610,C,E,H
105611,D,E,I
105612,C,G,H
105613,D,E,I
105614,B,F,H
105615,B,G,I
105616,A,F,I
105617,C,G,I
105618,A,G,H
105619,D,F,I
105620,C,E,H
105621,A,E,I
105622,D,G,I
105623,D,E,I
105624,B,G,H
105625,D,G,H
105626,C,F,I
105627,A,E,I
105628,D,E,H
105629,B,E,H
105630,C,F,H
105631,D,F,H
105632,B,E,I
105633,C,E,H
105634,B,G,H
105635,D,F,I
105636,D,F,H
105637,B,F,H
105638,C,G,H
105639,B,E,H
105640,B,F,H
105641,A,F,I
105642,B,G,H
105643,C,G,I
105644,D,E,H
105645,D,G,I
105646,A,E,I
105647,B,E,I
105648,D,G,I
105649,D,G,H
105650,C,G,H
105651,A,E,I
105652,B,F,I
105653,B,G,I
105654,B,E,I
105655,B,F,H
105656,B,E,H
105657,A,F,H
105658,A,F,H
105659,A,F,I
105660,C,E,I
105661,C,F,H
105662,C,F,I
105663,B,E,H
105664,B,G,I
105665,A,F,H
105666,D,F,H
105667,D,G,H
105668,A,F,I
105669,C,E,I
105670,A,F,H
105671,B,G,H
105672,C,G,I
105673,C,F,H
105674,C,E,I
105675,C,G,H
105676,A,E,H
105677,A,E,H
105678,D,G,I
105679,B,G,H
105680,C,G,I
105681,D,G,I
105682,B,E,H
105683,D,E,H
105684,B,G,H
105685,D,E,I
105686,C,F,I
105687,B,F,H
105688,D,G,H
105689,B,G,I
105690,B,F,H
105691,C,G,I
105692,D,E,I
105693,B,G,H
105694,A,F,I
105695,D,E,H
105696,A,G,H
105697,C,G,H
105698,D,F,H
105699,D,E,H
105700,A,E,H
105701,C,E,I
105702,A,G,I
105703,D,E,I
105704,B,E,I
105705,D,F,H
105706,C,F,I
105707,C,E,I
105708,D,E,H
105709,A,E,H
105710,C,G,H
105711,C,E,I
105712,C,F,I
105713,D,F,H
105714,C,E,H
105715,D,F,H
105716,A,F,I
105717,B,F,H
105718,B,G,I
105719,B,F,H
105720,D,G,H
105721,A,F,H
105722,B,E,H
105723,C,F,H
105724,C,F,H
105725,B,E,H
105726,B,G,H
105727,D,G,H
105728,B,F,H
105729,D,G,H
105730,A,F,I
105731,B,F,I
105732,D,F,H
105733,A,G,H
105734,B,E,H
105735,C,G,H
105736,A,F,I
105737,B,G,I
105738,D,G,H
105739,D,F,H
105740,D,G,H
105741,B,E,H
105742,C,E,H
105743,C,G,I
105744,D,G,I
105745,C,E,H
105746,D,G,H
105747,A,E,H
105748,B,E,I
105749,B,E,I
105750,D,F,H
105751,C,G,I
105752,C,G,H
105753,C,E,H
105754,A,G,H
105755,D,E,H
105756,B,G,I
105757,D,E,I
105758,A,G,H
105759,A,F,H
105760,A,F,H
105761,D,F,I
105762,C,E,H
105763,A,E,I
105764,C,F,H
105765,D,G,I
105766,A,E,H
105767,A,F,H
105768,C,E,I
105769,B,E,H
105770,C,G,H
105771,C,F,I
105772,C,F,H
105773,B,E,I
105774,A,E,I
105775,A,F,H
105776,D,E,H
105777,A,E,I
105778,C,E,I
105779,D,G,H
105780,D,F,I
105781,A,F,I
105782,C,F,I
105783,C,G,I
105784,D,E,H
105785,B,G,I
105786,C,E,H
105787,B,F,H
105788,D,E,H
105789,B,G,H
105790,B,E,I
105791,C,F,I
105792,A,E,H
105793,C,E,I
105794,B,G,I
105795,C,G,I
105796,D,G,I
105797,B,G,I
105798,B,E,H
105799,B,E,H
105800,C,F,I
105801,D,G,I
105802,B,G,H
105803,C,F,H
105804,C,F,I
105805,A,E,I
105806,A,F,H
105807,C,F,I
105808,C,E,H
105809,B,E,H
105810,C,F,H
105811,D,F,I
105812,C,F,I
105813,D,G,H
105814,A,G,I
105815,B,F,I
105816,A,F,H
105817,B,F,I
105818,C,G,I
105819,A,E,I
105820,D,G,I
105821,B,F,I
105822,D,F,H
105823,B,G,H
105824,C,E,I
105825,C,F,H
105826,D,E,I
105827,C,F,I
105828,B,G,H
105829,D,G,I
105830,A,E,I
105831,D,E,I
105832,A,E,I
105833,D,E,H
105834,D,E,I
105835,D,F,I
105836,C,E,I
105837,B,G,H
105838,C,F,I
105839,A,E,H
105840,A,G,I
105841,A,E,H
105842,C,F,I
105843,D,G,H
105844,D,F,I
105845,D,F,H
105846,B,F,I
105847,D,F,I
105848,B,F,H
105849,D,G,H
105850,A,F,I
105851,D,F,I
105852,C,F,I
105853,C,E,H
105854,D,F,I
105855,B,E,I
105856,D,F,I
105857,A,F,I
105858,A,G,I
105859,D,F,I
105860,B,G,H
105861,C,E,I
105862,D,E,I
105863,D,F,I
105864,D,G,H
105865,A,F,H
105866,C,F,I
105867,B,F,I
105868,D,E,H
105869,B,F,H
105870,A,E,I
105871,A,F,I
105872,B,F,I
105873,D,E,H
105874,D,E,H
105875,C,F,I
105876,C,G,H
105877,C,F,H
105878,B,E,H
105879,A,F,I
105880,C,G,H
105881,B,F,H
105882,D,F,H
105883,D,G,H
105884,C,E,H
105885,C,G,H
105886,D,G,H
105887,D,G,H
105888,B,G,H
105889,D,G,H
105890,D,E,H
105891,A,G,I
105892,C,G,I
105893,B,F,I
105894,C,E,I
105895,C,E,I
105896,C,E,I
105897,D,F,H
105898,B,G,H
105899,A,G,H
105900,A,E,H
105901,D,E,H
105902,C,G,H
105903,C,G,I
105904,B,G,H
105905,C,F,I
105906,B,F,H
105907,A,F,I
105908,C,G,H
105909,C,F,H
105910,C,F,I
105911,C,E,I
105912,B,G,H
105913,C,E,I
105914,A,E,I
105915,D,F,I
105916,D,F,H
105917,D,G,H
105918,B,F,I
105919,D,G,H
105920,D,G,I
105921,A,E,I
105922,B,F,I
105923,B,E,H
105924,B,G,H
105925,B,E,I
105926,D,G,H
105927,D,F,H
105928,D,F,I
105929,B,G,H
105930,C,E,I
105931,A,E,H
105932,D,F,H
105933,B,G,I
105934,A,G,H
105935,A,E,H
105936,D,E,I
105937,B,F,H
105938,B,F,I
105939,B,G,H
105940,D,F,I
105941,B,G,I
105942,D,E,H
105943,D,F,H
105944,C,G,H
105945,D,E,I
105946,C,G,I
105947,D,F,H
105948,D,G,I
105949,C,E,H
105950,B,E,I
105951,A,E,I
105952,C,E,I
105953,A,F,I
105954,B,F,I
105955,B,G,H
105956,B,G,H
105957,B,F,H
105958,D,E,H
105959,A,F,H
105960,D,G,H
105961,C,G,H
105962,D,G,I
105963,B,G,I
105964,D,F,I
105965,D,F,I
105966,D,F,H
105967,D,G,H
105968,C,G,I
105969,B,G,H
105970,B,F,H
105971,C,F,I
105972,C,G,H
105973,D,E,I
105974,D,G,H
105975,A,F,H
105976,A,F,I
105977,B,E,I
105978,B,E,H
105979,A,F,I
105980,C,F,I
105981,B,E,H
105982,C,F,H
105983,A,G,H
105984,A,F,I
105985,C,E,I
105986,A,G,H
105987,C,E,I
105988,A,G,I
105989,C,F,I
105990,D,G,I
105991,A,E,H
105992,B,E,I
105993,B,E,I
105994,A,E,I
105995,A,G,I
105996,D,G,I
105997,D,G,H
105998,D,G,I
105999,C,G,H
106000,B,E,H
106001,C,F,H
106002,C,E,H
106003,D,F,H
106004,B,G,I
106005,D,F,H
106006,D,G,I
106007,A,G,H
106008,C,F,H
106009,C,F,I
106010,B,F,I
106011,B,G,H
106012,B,F,I
106013,A,G,I
106014,B,F,I
106015,D,F,H
106016,B,G,H
106017,C,F,I
106018,C,E,H
106019,A,F,H
106020,C,F,I
106021,B,F,I
106022,D,G,I
106023,C,G,I
106024,A,E,I
106025,D,F,I
106026,B,E,H
106027,C,G,H
106028,C,G,H
106029,C,E,I
106030,C,E,I
106031,A,E,H
106032,A,E,I
106033,C,F,I
106034,D,F,I
106035,B,G,I
106036,D,E,H
106037,B,G,H
106038,C,F,I
106039,D,F,H
106040,A,F,I
106041,C,G,H
106042,A,G,H
106043,A,E,I
106044,B,E,H
106045,A,E,I
106046,B,G,I
106047,C,G,I
106048,D,F,H
106049,D,F,H
106050,A,E,H
106051,D,F,I
106052,A,E,H
106053,C,F,H
106054,A,G,H
106055,A,G,H
106056,B,F,I
106057,D,F,H
106058,B,E,H
106059,A,F,H
106060,D,F,I
106061,D,E,H
106062,A,E,H
106063,B,G,I
106064,C,F,H
106065,A,G,I
106066,D,G,H
106067,B,G,I
106068,C,F,I
106069,D,G,I
106070,A,F,I
106071,D,G,H
106072,C,G,H
106073,C,E,I
106074,C,F,I
106075,A,G,H
106076,B,E,H
106077,C,E,I
106078,D,E,H
106079,B,G,H
106080,C,F,H
106081,C,F,I
106082,B,G,H
106083,D,E,I
106084,C,E,H
106085,C,G,I
106086,C,F,I
106087,C,E,H
106088,B,F,I
106089,C,E,H
106090,C,G,I
106091,A,F,H
106092,A,G,H
106093,C,F,I
106094,B,E,I
106095,A,G,I
106096,D,E,H
106097,D,G,I
106098,B,F,I
106099,B,G,H
106100,A,F,H
106101,A,F,I
106102,D,E,I
106103,D,E,I
106104,B,F,I
106105,B,F,H
106106,C,F,H
106107,A,F,I
106108,B,G,I
106109,C,F,H
106110,B,E,H
106111,C,F,I
106112,C,E,I
106113,C,E,H
106114,C,E,I
106115,C,E,I
106116,A,G,H
106117,C,G,I
106118,B,F,H
106119,B,F,I
106120,B,G,H
106121,A,G,I
106122,D,F,I
106123,A,G,H
106124,D,E,I
106125,A,G,H
106126,C,E,I
106127,A,E,H
106128,C,F,I
106129,C,E,H
106130,B,E,I
106131,C,E,I
106132,A,G,H
106133,C,F,I
106134,A,F,I
106135,D,G,I
106136,C,G,I
106137,B,F,H
106138,C,F,H
106139,C,G,I
106140,B,G,I
106141,B,E,I
106142,C,G,I
106143,B,G,H
106144,C,E,I
106145,A,E,H
106146,D,G,H
106147,B,F,H
106148,C,F,H
106149,B,G,H
106150,C,E,I
106151,B,F,I
106152,C,E,I
106153,B,F,H
106154,A,G,I
106155,A,G,H
106156,D,G,I
106157,A,E,I
106158,B,E,I
106159,B,F,I
106160,B,E,H
106161,C,G,H
106162,A,F,H
106163,B,F,H
106164,A,F,H
106165,D,G,I
106166,C,G,H
106167,D,E,I
106168,B,F,I
106169,D,F,I
106170,B,E,H
106171,D,G,H
106172,A,E,I
106173,B,G,I
106174,A,E,I
106175,A,F,H
106176,A,G,H
106177,D,G,I
106178,D,F,I
106179,A,F,I
106180,C,E,H
106181,D,G,H
106182,B,F,I
106183,A,F,I
106184,B,E,H
106185,C,E,H
106186,D,G,H
106187,A,F,H
106188,A,E,I
106189,C,G,H
106190,A,G,I
106191,D,F,I
106192,B,G,H
106193,D,E,H
106194,A,E,I
106195,D,E,H
106196,B,F,H
106197,D,E,H
106198,A,G,I
106199,B,E,I
106200,A,F,I
106201,A,G,H
106202,B,F,H
106203,B,G,I
106204,A,F,I
106205,A,E,H
106206,D,F,I
106207,C,E,H
106208,C,F,H
106209,D,G,H
