Policy Number,Age,Age Band,Years of Driving Experience,Number of Vehicles,Gender,Gender Dummy,Married,Married Dummy,Vehicle Age,Vehicle Age Band,Fuel Type,Fuel Type Dummy,Losses,Count,Capped Losses
161149,38,26-59,17,3,F,0,Married,0,6,10-Jun,P,0,296,1,296
133194,34,26-59,17,3,F,0,Single,1,11,11+,P,0,382,1,382
191616,32,26-59,11,3,M,1,Single,1,13,11+,P,0,264,1,264
119996,64,60+,46,3,M,1,Single,1,4,0-5,D,1,695,1,695
124503,47,26-59,29,3,F,0,Single,1,6,10-Jun,P,0,446,1,446
151066,57,26-59,40,3,M,1,Single,1,15,11+,P,0,383,1,383
104152,64,60+,44,3,M,1,Married,0,12,11+,P,0,125,1,125
192260,43,26-59,24,3,F,0,Married,0,14,11+,P,0,166,1,166
183710,61,60+,43,3,F,0,Married,0,11,11+,P,0,48,1,48
178033,65,60+,46,3,F,0,Single,1,4,0-5,P,0,90,1,90
141586,29,26-59,11,3,M,1,Married,0,9,10-Jun,P,0,355,1,355
128930,28,26-59,9,3,M,1,Married,0,1,0-5,P,0,450,1,450
128697,36,26-59,15,3,M,1,Single,1,1,0-5,D,1,653,1,653
181119,62,60+,43,3,M,1,Single,1,15,11+,P,0,278,1,278
128446,45,26-59,27,3,M,1,Single,1,3,0-5,D,1,647,1,647
149558,70,60+,51,3,F,0,Single,1,10,10-Jun,P,0,164,1,164
192845,20,16-25,1,3,M,1,Married,0,14,11+,D,1,595,1,595
170141,49,26-59,28,3,M,1,Married,0,8,10-Jun,P,0,369,1,369
190916,61,60+,42,3,F,0,Single,1,11,11+,P,0,44,1,44
198566,22,16-25,4,3,F,0,Married,0,8,10-Jun,P,0,451,1,451
178536,64,60+,47,3,M,1,Married,0,13,11+,P,0,172,1,172
100612,41,26-59,23,3,F,0,Married,0,2,0-5,P,0,375,1,375
187674,22,16-25,4,3,F,0,Single,1,11,11+,P,0,426,1,426
118395,69,60+,52,3,M,1,Single,1,8,10-Jun,P,0,355,1,355
144197,45,26-59,28,3,F,0,Single,1,10,10-Jun,P,0,429,1,429
114755,55,26-59,34,3,F,0,Single,1,2,0-5,D,1,619,1,619
108103,70,60+,49,3,F,0,Married,0,6,10-Jun,P,0,263,1,263
169843,23,16-25,4,3,M,1,Married,0,9,10-Jun,P,0,495,1,495
194622,63,60+,43,3,M,1,Married,0,10,10-Jun,P,0,98,1,98
113214,70,60+,51,3,M,1,Married,0,1,0-5,P,0,172,1,172
134522,21,16-25,2,3,M,1,Single,1,13,11+,D,1,1095,1,1095
155734,16,16-25,0,3,F,0,Single,1,14,11+,D,1,647,1,647
139408,34,26-59,17,3,F,0,Single,1,13,11+,P,0,239,1,239
172043,39,26-59,19,3,F,0,Married,0,11,11+,P,0,170,1,170
119367,24,16-25,6,3,M,1,Married,0,14,11+,P,0,196,1,196
102188,52,26-59,32,3,M,1,Single,1,12,11+,P,0,356,1,356
119203,61,60+,41,3,F,0,Married,0,11,11+,P,0,22,1,22
193376,64,60+,45,3,F,0,Married,0,12,11+,P,0,67,1,67
105725,61,60+,41,3,M,1,Single,1,5,0-5,P,0,403,1,403
183668,21,16-25,4,3,F,0,Single,1,15,11+,D,1,798,1,798
140233,24,16-25,5,3,F,0,Married,0,13,11+,P,0,132,1,132
108147,68,60+,48,3,F,0,Married,0,0,0-5,D,1,627,1,627
195819,17,16-25,0,3,M,1,Single,1,5,0-5,D,1,1610,1,1200
106125,22,16-25,3,3,F,0,Single,1,7,10-Jun,D,1,502,1,502
110744,18,16-25,0,3,M,1,Single,1,6,10-Jun,D,1,689,1,689
122816,20,16-25,2,3,F,0,Single,1,14,11+,P,0,180,1,180
159762,16,16-25,0,3,F,0,Married,0,13,11+,P,0,192,1,192
151742,55,26-59,35,3,F,0,Single,1,12,11+,P,0,300,1,300
162489,45,26-59,25,3,F,0,Single,1,12,11+,P,0,377,1,377
129073,49,26-59,30,3,F,0,Single,1,6,10-Jun,P,0,431,1,431
136200,21,16-25,4,3,F,0,Married,0,15,11+,P,0,333,1,333
113344,25,16-25,7,3,F,0,Single,1,8,10-Jun,P,0,372,1,372
137285,22,16-25,5,3,F,0,Single,1,13,11+,P,0,310,1,310
180074,24,16-25,5,3,F,0,Married,0,10,10-Jun,P,0,365,1,365
107444,35,26-59,15,3,F,0,Married,0,0,0-5,D,1,684,1,684
115679,62,60+,43,3,F,0,Single,1,2,0-5,P,0,440,1,440
183760,20,16-25,3,3,F,0,Single,1,6,10-Jun,D,1,803,1,803
145288,18,16-25,0,3,M,1,Married,0,12,11+,P,0,269,1,269
186700,20,16-25,2,3,M,1,Married,0,6,10-Jun,D,1,737,1,737
173455,55,26-59,36,3,F,0,Married,0,14,11+,P,0,270,1,270
191349,24,16-25,5,3,F,0,Single,1,11,11+,D,1,591,1,591
194371,38,26-59,17,3,M,1,Married,0,11,11+,P,0,319,1,319
187022,45,26-59,28,3,F,0,Single,1,8,10-Jun,P,0,496,1,496
108323,68,60+,49,3,F,0,Single,1,12,11+,P,0,44,1,44
181341,21,16-25,3,3,F,0,Married,0,12,11+,P,0,403,1,403
123294,21,16-25,4,3,M,1,Married,0,4,0-5,D,1,704,1,704
173754,57,26-59,39,3,M,1,Single,1,15,11+,P,0,336,1,336
121398,21,16-25,4,3,M,1,Married,0,0,0-5,D,1,595,1,595
182742,17,16-25,0,3,M,1,Single,1,9,10-Jun,D,1,1087,1,1087
171657,66,60+,48,3,F,0,Married,0,6,10-Jun,P,0,311,1,311
112521,59,26-59,40,3,M,1,Married,0,9,10-Jun,P,0,343,1,343
147734,68,60+,47,3,M,1,Single,1,10,10-Jun,P,0,393,1,393
139131,55,26-59,37,3,M,1,Single,1,1,0-5,D,1,606,1,606
175846,28,26-59,10,3,F,0,Single,1,5,0-5,D,1,587,1,587
140156,22,16-25,5,3,M,1,Married,0,14,11+,P,0,166,1,166
195517,22,16-25,3,3,F,0,Married,0,12,11+,P,0,278,1,278
103237,22,16-25,5,3,M,1,Single,1,15,11+,D,1,779,1,779
106880,33,26-59,15,3,M,1,Married,0,12,11+,P,0,203,1,203
157165,43,26-59,23,3,M,1,Single,1,12,11+,P,0,410,1,410
114391,50,26-59,32,3,M,1,Single,1,9,10-Jun,D,1,547,1,547
192033,69,60+,48,3,F,0,Single,1,8,10-Jun,P,0,250,1,250
167179,29,26-59,8,3,F,0,Married,0,6,10-Jun,P,0,290,1,290
184259,16,16-25,0,3,M,1,Married,0,15,11+,D,1,639,1,639
110686,30,26-59,9,3,F,0,Single,1,10,10-Jun,P,0,431,1,431
178340,54,26-59,35,3,F,0,Married,0,4,0-5,P,0,392,1,392
166753,23,16-25,4,3,F,0,Married,0,13,11+,P,0,290,1,290
133523,29,26-59,12,3,M,1,Married,0,8,10-Jun,P,0,344,1,344
131728,48,26-59,28,3,F,0,Single,1,9,10-Jun,P,0,375,1,375
179724,68,60+,49,3,F,0,Single,1,8,10-Jun,P,0,82,1,82
140553,69,60+,50,3,M,1,Married,0,12,11+,P,0,87,1,87
180357,19,16-25,1,3,F,0,Married,0,14,11+,P,0,96,1,96
159690,55,26-59,36,3,M,1,Single,1,13,11+,P,0,380,1,380
102033,60,60+,39,3,F,0,Married,0,5,0-5,P,0,173,1,173
196319,24,16-25,6,3,F,0,Married,0,13,11+,P,0,190,1,190
187870,21,16-25,4,3,M,1,Single,1,11,11+,P,0,285,1,285
104773,67,60+,49,3,M,1,Married,0,13,11+,P,0,184,1,184
111259,16,16-25,0,3,F,0,Single,1,12,11+,P,0,382,1,382
170381,22,16-25,3,3,F,0,Single,1,11,11+,P,0,299,1,299
151417,63,60+,44,3,M,1,Married,0,5,0-5,P,0,112,1,112
166146,18,16-25,0,3,M,1,Married,0,12,11+,D,1,507,1,507
173734,33,26-59,14,3,F,0,Single,1,11,11+,P,0,261,1,261
199881,69,60+,48,3,M,1,Single,1,3,0-5,P,0,390,1,390
178830,63,60+,44,3,F,0,Single,1,12,11+,P,0,145,1,145
105578,70,60+,51,3,M,1,Married,0,12,11+,P,0,42,1,42
116259,19,16-25,1,3,F,0,Single,1,13,11+,D,1,688,1,688
196809,66,60+,46,3,M,1,Single,1,0,0-5,P,0,92,1,92
110636,25,16-25,8,3,F,0,Married,0,15,11+,P,0,218,1,218
185180,25,16-25,8,3,F,0,Married,0,15,11+,P,0,177,1,177
114113,70,60+,53,3,F,0,Single,1,7,10-Jun,P,0,238,1,238
157800,51,26-59,30,3,M,1,Single,1,8,10-Jun,P,0,465,1,465
144616,69,60+,51,3,M,1,Married,0,4,0-5,P,0,384,1,384
192647,59,26-59,42,3,F,0,Single,1,9,10-Jun,P,0,379,1,379
143877,56,26-59,36,3,M,1,Married,0,2,0-5,P,0,479,1,479
136311,20,16-25,2,3,F,0,Single,1,15,11+,P,0,302,1,302
124091,40,26-59,19,3,M,1,Single,1,13,11+,P,0,333,1,333
169688,64,60+,47,3,F,0,Single,1,4,0-5,D,1,568,1,568
173688,29,26-59,10,3,M,1,Married,0,10,10-Jun,P,0,337,1,337
139647,21,16-25,3,3,M,1,Married,0,13,11+,D,1,508,1,508
142851,25,16-25,8,3,M,1,Single,1,12,11+,P,0,290,1,290
199690,17,16-25,0,3,F,0,Married,0,14,11+,P,0,195,1,195
165014,24,16-25,7,3,M,1,Single,1,15,11+,D,1,1261,1,1200
151556,63,60+,42,3,M,1,Single,1,9,10-Jun,P,0,51,1,51
189637,49,26-59,32,3,M,1,Married,0,9,10-Jun,P,0,376,1,376
107562,39,26-59,22,3,M,1,Single,1,11,11+,P,0,235,1,235
175149,17,16-25,0,3,F,0,Single,1,6,10-Jun,D,1,699,1,699
175068,25,16-25,7,3,F,0,Single,1,12,11+,P,0,462,1,462
189685,24,16-25,7,3,M,1,Married,0,13,11+,P,0,301,1,301
126289,40,26-59,21,3,M,1,Single,1,8,10-Jun,P,0,385,1,385
194049,57,26-59,39,3,M,1,Married,0,14,11+,P,0,147,1,147
112018,22,16-25,4,3,F,0,Married,0,13,11+,P,0,248,1,248
186854,40,26-59,22,3,F,0,Married,0,8,10-Jun,P,0,303,1,303
171787,58,26-59,39,3,F,0,Single,1,14,11+,P,0,206,1,206
132753,27,26-59,7,3,F,0,Married,0,12,11+,P,0,201,1,201
112790,41,26-59,23,3,M,1,Single,1,11,11+,P,0,350,1,350
147395,54,26-59,34,3,F,0,Married,0,15,11+,P,0,306,1,306
160040,22,16-25,4,3,M,1,Single,1,12,11+,P,0,457,1,457
139461,64,60+,46,3,F,0,Married,0,7,10-Jun,P,0,96,1,96
147312,23,16-25,5,3,F,0,Single,1,9,10-Jun,D,1,811,1,811
116611,56,26-59,38,3,F,0,Married,0,5,0-5,P,0,343,1,343
120578,43,26-59,22,3,M,1,Single,1,9,10-Jun,P,0,489,1,489
161585,41,26-59,20,3,F,0,Single,1,0,0-5,D,1,763,1,763
131246,63,60+,44,3,M,1,Married,0,15,11+,P,0,125,1,125
108303,40,26-59,23,3,F,0,Married,0,15,11+,P,0,306,1,306
109822,18,16-25,0,3,F,0,Single,1,12,11+,D,1,649,1,649
198858,68,60+,47,3,M,1,Single,1,13,11+,P,0,50,1,50
182396,22,16-25,3,3,F,0,Married,0,12,11+,P,0,241,1,241
188370,51,26-59,34,3,M,1,Single,1,12,11+,P,0,222,1,222
157969,64,60+,43,3,F,0,Married,0,2,0-5,P,0,134,1,134
173661,42,26-59,22,3,M,1,Married,0,11,11+,P,0,248,1,248
133688,64,60+,44,3,F,0,Married,0,4,0-5,P,0,442,1,442
193687,53,26-59,36,3,F,0,Married,0,5,0-5,D,1,594,1,594
130563,66,60+,45,3,F,0,Married,0,4,0-5,P,0,202,1,202
191517,54,26-59,36,3,F,0,Married,0,0,0-5,P,0,325,1,325
134800,24,16-25,6,3,F,0,Single,1,11,11+,P,0,295,1,295
173308,69,60+,50,3,F,0,Single,1,1,0-5,P,0,165,1,165
161894,41,26-59,22,3,F,0,Single,1,8,10-Jun,P,0,437,1,437
130536,59,26-59,41,3,M,1,Married,0,10,10-Jun,P,0,340,1,340
173041,46,26-59,26,3,M,1,Single,1,9,10-Jun,P,0,472,1,472
174654,28,26-59,10,3,M,1,Married,0,8,10-Jun,P,0,349,1,349
160180,28,26-59,9,3,M,1,Married,0,13,11+,P,0,175,1,175
157998,63,60+,43,3,M,1,Married,0,1,0-5,D,1,577,1,577
176252,32,26-59,15,3,F,0,Single,1,6,10-Jun,P,0,381,1,381
125506,17,16-25,0,3,F,0,Single,1,9,10-Jun,D,1,904,1,904
136770,67,60+,46,3,M,1,Married,0,0,0-5,P,0,470,1,470
125637,20,16-25,2,3,M,1,Married,0,12,11+,P,0,243,1,243
121055,31,26-59,11,3,F,0,Married,0,7,10-Jun,P,0,348,1,348
155691,38,26-59,17,3,M,1,Single,1,11,11+,P,0,396,1,396
130215,44,26-59,25,3,F,0,Married,0,3,0-5,D,1,622,1,622
105608,69,60+,51,3,M,1,Married,0,8,10-Jun,P,0,322,1,322
187002,56,26-59,39,3,F,0,Married,0,2,0-5,D,1,687,1,687
120262,67,60+,46,3,M,1,Single,1,9,10-Jun,P,0,209,1,209
124621,19,16-25,0,3,F,0,Single,1,9,10-Jun,D,1,689,1,689
164800,48,26-59,30,3,F,0,Married,0,5,0-5,P,0,354,1,354
120285,22,16-25,3,3,M,1,Married,0,11,11+,P,0,333,1,333
157097,17,16-25,0,3,M,1,Married,0,8,10-Jun,D,1,585,1,585
195104,16,16-25,0,3,M,1,Single,1,13,11+,P,0,392,1,392
171701,59,26-59,39,3,M,1,Single,1,8,10-Jun,P,0,422,1,422
119624,22,16-25,3,3,M,1,Married,0,11,11+,P,0,367,1,367
128195,66,60+,45,3,M,1,Single,1,8,10-Jun,P,0,137,1,137
106502,17,16-25,0,3,M,1,Single,1,13,11+,P,0,425,1,425
184407,62,60+,44,3,F,0,Single,1,8,10-Jun,P,0,223,1,223
145106,64,60+,45,3,M,1,Single,1,15,11+,P,0,427,1,427
166316,25,16-25,7,3,F,0,Single,1,11,11+,P,0,415,1,415
152143,45,26-59,26,3,F,0,Single,1,6,10-Jun,P,0,455,1,455
106322,24,16-25,5,3,M,1,Married,0,8,10-Jun,D,1,651,1,651
142607,51,26-59,34,3,F,0,Married,0,5,0-5,P,0,468,1,468
153250,38,26-59,20,3,F,0,Married,0,15,11+,P,0,235,1,235
140425,30,26-59,10,3,F,0,Single,1,6,10-Jun,P,0,446,1,446
115302,18,16-25,0,3,M,1,Single,1,13,11+,D,1,724,1,724
184105,20,16-25,1,3,M,1,Single,1,14,11+,P,0,499,1,499
198694,62,60+,42,3,F,0,Married,0,14,11+,P,0,139,1,139
138858,67,60+,48,3,F,0,Single,1,12,11+,P,0,101,1,101
135546,18,16-25,0,3,M,1,Single,1,15,11+,D,1,1268,1,1200
160873,21,16-25,3,3,M,1,Married,0,15,11+,P,0,429,1,429
115799,47,26-59,29,3,F,0,Single,1,12,11+,P,0,212,1,212
100693,19,16-25,2,3,M,1,Single,1,11,11+,D,1,638,1,638
194922,35,26-59,15,3,F,0,Married,0,6,10-Jun,P,0,326,1,326
123344,57,26-59,40,3,F,0,Single,1,10,10-Jun,P,0,443,1,443
129219,32,26-59,11,3,M,1,Married,0,5,0-5,D,1,621,1,621
168041,39,26-59,20,3,F,0,Married,0,4,0-5,D,1,614,1,614
197553,17,16-25,0,3,F,0,Single,1,0,0-5,D,1,771,1,771
102285,62,60+,45,3,F,0,Single,1,8,10-Jun,P,0,255,1,255
170906,43,26-59,26,3,M,1,Married,0,10,10-Jun,P,0,389,1,389
144460,58,26-59,38,3,M,1,Single,1,3,0-5,D,1,920,1,920
176376,67,60+,49,3,M,1,Married,0,4,0-5,P,0,124,1,124
160784,24,16-25,6,3,M,1,Married,0,2,0-5,D,1,1113,1,1113
118672,61,60+,42,3,M,1,Single,1,7,10-Jun,P,0,445,1,445
197797,28,26-59,10,3,F,0,Married,0,7,10-Jun,P,0,293,1,293
180420,60,60+,42,3,F,0,Single,1,9,10-Jun,P,0,131,1,131
105998,25,16-25,8,3,M,1,Married,0,13,11+,P,0,219,1,219
106782,60,60+,39,3,M,1,Single,1,6,10-Jun,P,0,102,1,102
140875,59,26-59,41,3,M,1,Married,0,15,11+,P,0,152,1,152
185159,25,16-25,6,3,F,0,Married,0,15,11+,P,0,433,1,433
149574,63,60+,44,3,M,1,Single,1,10,10-Jun,P,0,225,1,225
140961,65,60+,45,3,M,1,Single,1,11,11+,P,0,65,1,65
126034,29,26-59,11,3,F,0,Married,0,2,0-5,P,0,356,1,356
190015,25,16-25,7,3,M,1,Single,1,12,11+,D,1,648,1,648
121360,25,16-25,6,3,F,0,Married,0,12,11+,P,0,478,1,478
120741,45,26-59,24,3,M,1,Single,1,7,10-Jun,P,0,463,1,463
145630,68,60+,48,3,F,0,Married,0,8,10-Jun,P,0,205,1,205
181456,43,26-59,23,3,F,0,Married,0,12,11+,P,0,265,1,265
148478,69,60+,52,3,F,0,Married,0,11,11+,P,0,195,1,195
113512,23,16-25,5,3,F,0,Married,0,13,11+,P,0,433,1,433
115201,46,26-59,29,3,M,1,Single,1,8,10-Jun,P,0,443,1,443
155435,23,16-25,6,3,M,1,Single,1,14,11+,D,1,677,1,677
190607,27,26-59,7,3,M,1,Married,0,3,0-5,D,1,572,1,572
107413,62,60+,41,3,F,0,Married,0,8,10-Jun,P,0,128,1,128
128564,47,26-59,30,3,M,1,Married,0,9,10-Jun,P,0,424,1,424
110581,24,16-25,6,3,M,1,Single,1,15,11+,D,1,625,1,625
161160,20,16-25,1,3,F,0,Married,0,15,11+,P,0,255,1,255
162974,63,60+,45,3,M,1,Married,0,11,11+,P,0,64,1,64
137192,16,16-25,0,3,M,1,Married,0,14,11+,P,0,355,1,355
110702,63,60+,45,3,M,1,Married,0,15,11+,P,0,106,1,106
128107,57,26-59,37,3,M,1,Single,1,4,0-5,D,1,810,1,810
123855,69,60+,52,3,F,0,Married,0,13,11+,P,0,187,1,187
195462,55,26-59,34,3,F,0,Married,0,13,11+,P,0,335,1,335
153488,21,16-25,2,3,F,0,Single,1,4,0-5,D,1,713,1,713
113473,66,60+,45,3,F,0,Single,1,15,11+,P,0,171,1,171
102361,70,60+,49,3,M,1,Married,0,14,11+,P,0,187,1,187
136102,43,26-59,24,3,F,0,Married,0,13,11+,P,0,208,1,208
194923,26,26-59,5,3,M,1,Married,0,8,10-Jun,P,0,431,1,431
168471,61,60+,40,3,M,1,Single,1,7,10-Jun,P,0,406,1,406
174282,63,60+,43,3,F,0,Single,1,7,10-Jun,P,0,93,1,93
175579,63,60+,45,3,F,0,Married,0,1,0-5,P,0,289,1,289
186614,69,60+,52,3,M,1,Single,1,1,0-5,D,1,500,1,500
174849,35,26-59,18,3,M,1,Married,0,3,0-5,D,1,617,1,617
108944,70,60+,49,3,M,1,Married,0,8,10-Jun,P,0,120,1,120
191429,32,26-59,15,3,M,1,Single,1,3,0-5,D,1,703,1,703
160586,19,16-25,2,3,M,1,Single,1,12,11+,D,1,783,1,783
196397,56,26-59,35,3,F,0,Single,1,5,0-5,D,1,715,1,715
163827,64,60+,45,3,F,0,Married,0,13,11+,P,0,194,1,194
135029,61,60+,42,3,M,1,Married,0,0,0-5,P,0,249,1,249
109959,33,26-59,14,3,M,1,Married,0,4,0-5,P,0,359,1,359
150622,70,60+,50,3,F,0,Single,1,14,11+,P,0,62,1,62
148882,16,16-25,0,3,M,1,Married,0,9,10-Jun,D,1,510,1,510
144506,63,60+,43,3,M,1,Married,0,13,11+,P,0,49,1,49
178513,33,26-59,16,3,M,1,Single,1,8,10-Jun,P,0,369,1,369
196420,19,16-25,1,3,F,0,Single,1,13,11+,D,1,503,1,503
104101,54,26-59,37,3,M,1,Married,0,6,10-Jun,P,0,341,1,341
144195,30,26-59,10,3,F,0,Single,1,3,0-5,D,1,833,1,833
189577,63,60+,46,3,M,1,Married,0,2,0-5,P,0,414,1,414
107834,56,26-59,37,3,F,0,Single,1,1,0-5,D,1,752,1,752
153700,63,60+,42,3,F,0,Single,1,10,10-Jun,P,0,130,1,130
155208,35,26-59,16,3,F,0,Married,0,1,0-5,P,0,489,1,489
192285,61,60+,41,3,F,0,Married,0,2,0-5,P,0,309,1,309
112447,57,26-59,36,3,F,0,Married,0,6,10-Jun,P,0,339,1,339
149212,23,16-25,6,3,F,0,Married,0,12,11+,P,0,378,1,378
129986,19,16-25,1,3,M,1,Married,0,7,10-Jun,D,1,624,1,624
171962,23,16-25,6,3,M,1,Married,0,8,10-Jun,D,1,614,1,614
131279,66,60+,46,3,F,0,Married,0,9,10-Jun,P,0,104,1,104
152336,19,16-25,1,3,M,1,Single,1,14,11+,D,1,620,1,620
162655,61,60+,40,3,F,0,Married,0,8,10-Jun,P,0,131,1,131
111906,37,26-59,18,3,F,0,Married,0,15,11+,P,0,315,1,315
112298,52,26-59,31,3,F,0,Married,0,6,10-Jun,P,0,310,1,310
179843,28,26-59,11,3,M,1,Married,0,9,10-Jun,P,0,394,1,394
196210,54,26-59,37,3,M,1,Married,0,6,10-Jun,P,0,361,1,361
197221,25,16-25,6,3,F,0,Married,0,10,10-Jun,P,0,429,1,429
164558,25,16-25,6,3,M,1,Married,0,7,10-Jun,D,1,707,1,707
166431,25,16-25,6,3,F,0,Single,1,14,11+,P,0,462,1,462
194704,31,26-59,12,3,M,1,Single,1,0,0-5,D,1,687,1,687
155135,37,26-59,20,3,F,0,Married,0,9,10-Jun,P,0,292,1,292
160472,21,16-25,4,3,M,1,Married,0,9,10-Jun,P,0,479,1,479
126054,29,26-59,9,3,M,1,Married,0,2,0-5,D,1,605,1,605
192924,47,26-59,28,3,F,0,Married,0,5,0-5,D,1,507,1,507
172308,20,16-25,2,3,M,1,Married,0,14,11+,D,1,517,1,517
192184,57,26-59,36,3,F,0,Married,0,9,10-Jun,P,0,268,1,268
140940,39,26-59,18,3,F,0,Married,0,8,10-Jun,P,0,313,1,313
185764,39,26-59,19,3,F,0,Single,1,9,10-Jun,P,0,492,1,492
163200,29,26-59,12,3,M,1,Married,0,2,0-5,D,1,789,1,789
170638,57,26-59,38,3,M,1,Single,1,10,10-Jun,P,0,433,1,433
105813,53,26-59,36,3,F,0,Single,1,7,10-Jun,P,0,383,1,383
113920,62,60+,45,3,M,1,Married,0,4,0-5,P,0,40,1,40
112113,19,16-25,1,3,F,0,Single,1,11,11+,P,0,259,1,259
182479,60,60+,43,3,F,0,Married,0,13,11+,P,0,22,1,22
147595,63,60+,42,3,M,1,Single,1,3,0-5,P,0,485,1,485
111063,24,16-25,7,3,F,0,Single,1,13,11+,P,0,400,1,400
160407,60,60+,39,3,M,1,Married,0,8,10-Jun,P,0,51,1,51
136059,66,60+,47,3,F,0,Single,1,10,10-Jun,P,0,261,1,261
163845,61,60+,41,3,F,0,Single,1,7,10-Jun,P,0,118,1,118
157918,59,26-59,40,3,M,1,Married,0,5,0-5,P,0,492,1,492
169222,19,16-25,2,3,F,0,Married,0,6,10-Jun,P,0,414,1,414
195187,53,26-59,35,3,M,1,Married,0,7,10-Jun,P,0,320,1,320
112053,58,26-59,37,3,M,1,Married,0,7,10-Jun,P,0,399,1,399
182160,31,26-59,13,3,F,0,Married,0,10,10-Jun,P,0,286,1,286
138858,37,26-59,17,3,F,0,Married,0,7,10-Jun,P,0,337,1,337
180566,58,26-59,39,3,F,0,Married,0,10,10-Jun,P,0,332,1,332
151421,44,26-59,25,3,M,1,Married,0,5,0-5,D,1,668,1,668
149238,34,26-59,14,3,F,0,Married,0,9,10-Jun,P,0,292,1,292
113389,64,60+,47,3,M,1,Married,0,14,11+,P,0,190,1,190
159450,60,60+,41,3,F,0,Single,1,7,10-Jun,P,0,249,1,249
161595,17,16-25,0,3,F,0,Single,1,4,0-5,D,1,1103,1,1103
117203,20,16-25,1,3,M,1,Married,0,13,11+,D,1,501,1,501
159012,44,26-59,23,3,M,1,Single,1,13,11+,P,0,214,1,214
100782,54,26-59,34,3,F,0,Married,0,6,10-Jun,P,0,332,1,332
120367,16,16-25,0,3,M,1,Single,1,12,11+,D,1,1133,1,1133
118724,34,26-59,16,3,F,0,Single,1,12,11+,P,0,223,1,223
116418,16,16-25,0,3,F,0,Married,0,12,11+,P,0,196,1,196
132535,39,26-59,19,3,M,1,Single,1,7,10-Jun,D,1,541,1,541
116385,66,60+,46,3,M,1,Married,0,0,0-5,P,0,102,1,102
115919,64,60+,44,3,M,1,Married,0,1,0-5,P,0,446,1,446
106922,53,26-59,35,3,M,1,Married,0,5,0-5,D,1,501,1,501
189796,68,60+,48,3,M,1,Single,1,3,0-5,D,1,510,1,510
133730,41,26-59,22,3,F,0,Married,0,15,11+,P,0,289,1,289
178204,21,16-25,4,3,M,1,Married,0,10,10-Jun,P,0,315,1,315
163045,21,16-25,2,3,F,0,Single,1,6,10-Jun,P,0,445,1,445
168181,38,26-59,19,3,F,0,Married,0,3,0-5,P,0,474,1,474
186744,16,16-25,0,3,M,1,Single,1,11,11+,D,1,937,1,937
157327,18,16-25,0,3,M,1,Single,1,13,11+,P,0,323,1,323
195420,56,26-59,36,3,F,0,Single,1,14,11+,P,0,163,1,163
157558,64,60+,43,3,F,0,Married,0,8,10-Jun,P,0,228,1,228
109843,16,16-25,0,3,F,0,Married,0,11,11+,P,0,178,1,178
108631,56,26-59,35,3,M,1,Single,1,10,10-Jun,P,0,487,1,487
141837,19,16-25,1,3,M,1,Married,0,12,11+,P,0,292,1,292
183208,63,60+,43,3,M,1,Married,0,10,10-Jun,P,0,279,1,279
144117,25,16-25,8,3,M,1,Single,1,8,10-Jun,D,1,753,1,753
174872,20,16-25,2,3,F,0,Married,0,14,11+,P,0,234,1,234
178292,62,60+,44,3,F,0,Single,1,15,11+,P,0,189,1,189
159110,41,26-59,22,3,M,1,Married,0,2,0-5,P,0,456,1,456
189276,17,16-25,0,3,M,1,Married,0,12,11+,P,0,352,1,352
170930,18,16-25,0,3,M,1,Married,0,12,11+,P,0,218,1,218
169490,53,26-59,33,3,M,1,Single,1,5,0-5,D,1,500,1,500
142393,32,26-59,14,3,M,1,Married,0,14,11+,P,0,356,1,356
168459,52,26-59,31,3,F,0,Married,0,5,0-5,D,1,600,1,600
175730,24,16-25,6,3,F,0,Married,0,15,11+,P,0,130,1,130
119169,55,26-59,38,3,F,0,Married,0,8,10-Jun,P,0,323,1,323
183817,20,16-25,1,3,M,1,Married,0,11,11+,P,0,178,1,178
118031,22,16-25,5,3,F,0,Single,1,12,11+,P,0,329,1,329
147209,27,26-59,6,3,M,1,Married,0,9,10-Jun,P,0,330,1,330
141229,67,60+,46,3,F,0,Single,1,3,0-5,P,0,42,1,42
180355,69,60+,51,3,M,1,Married,0,6,10-Jun,P,0,54,1,54
194953,38,26-59,18,3,M,1,Married,0,1,0-5,D,1,539,1,539
151220,22,16-25,5,3,M,1,Married,0,14,11+,P,0,178,1,178
111236,27,26-59,10,3,M,1,Married,0,0,0-5,P,0,466,1,466
143836,22,16-25,4,3,M,1,Married,0,5,0-5,D,1,928,1,928
103924,50,26-59,30,3,F,0,Single,1,8,10-Jun,P,0,486,1,486
159056,67,60+,50,3,F,0,Married,0,2,0-5,P,0,176,1,176
133081,24,16-25,5,3,F,0,Single,1,15,11+,D,1,674,1,674
152345,47,26-59,30,3,M,1,Single,1,12,11+,P,0,343,1,343
142856,45,26-59,25,3,M,1,Married,0,8,10-Jun,P,0,348,1,348
146116,66,60+,46,3,M,1,Married,0,0,0-5,P,0,302,1,302
131225,18,16-25,0,3,F,0,Married,0,10,10-Jun,P,0,299,1,299
150204,40,26-59,22,3,F,0,Married,0,15,11+,P,0,203,1,203
146283,70,60+,53,3,F,0,Married,0,14,11+,P,0,119,1,119
130288,70,60+,53,3,M,1,Single,1,6,10-Jun,P,0,267,1,267
190520,50,26-59,29,3,F,0,Married,0,6,10-Jun,P,0,309,1,309
